protein_id	source_proteome	AOBS17_30	AOBS82_9	Afum	Cimm	Ncra	Nirr	Scer	Spom	Ztri	gene_name	product_description	function_source	Best_Swissprot	Pfam_Names	Pfam_Accessions	Pfam_Evalues
AC1KRY_000781	AOBS17_30	1	1	0	0	0	0	0	0	0		bZIP_2,FUT8_N_cat,HAT_PRP39_C,HAT_PRP39_N,HAT_Syf1_CNRKL1_C,HAT_Syf1_CNRKL1_N,HDA2-3,SPC25_N,Suf,TPR_14	Pfam		bZIP_2,FUT8_N_cat,HAT_PRP39_C,HAT_PRP39_N,HAT_Syf1_CNRKL1_C,HAT_Syf1_CNRKL1_N,HDA2-3,SPC25_N,Suf,TPR_14	PF07716.21,PF19745.6,PF23241.2,PF23240.2,PF23231.2,PF23233.2,PF11496.15,PF29997.1,PF05843.21,PF13428.13	0.017,5.3,1.6e-63,7.2e-63,0.0015,1e-12,6.9e-28,2.8,6.1e-22,1.7e-06
AC1KRY_000786	AOBS17_30	1	1	0	1	0	0	0	0	1							
AC1KRY_000787	AOBS17_30	1	1	0	0	0	0	0	0	0		Aminotran_1_2,Aminotran_3,Beta_elim_lyase,DUF1501,DUF229,p450,Phosphodiest,SGSH_C,Sulfatase,Sulfatase_C	Pfam		Aminotran_1_2,Aminotran_3,Beta_elim_lyase,DUF1501,DUF229,p450,Phosphodiest,SGSH_C,Sulfatase,Sulfatase_C	PF00155.28,PF00202.28,PF01212.28,PF07394.18,PF02995.23,PF00067.28,PF01663.28,PF16347.11,PF00884.29,PF14707.12	0.0024,7.5e-120,0.00064,0.0013,0.00063,7.9e-68,1.1e-08,1.3e-07,8.1e-34,0.018
AC1KRY_000790	AOBS17_30	1	1	1	1	1	0	1	0	1							
AC1KRY_000792	AOBS17_30	1	1	0	0	0	0	0	0	0		GAP45,Nucleocapsid-N,U1snRNP70_N	Pfam		GAP45,Nucleocapsid-N,U1snRNP70_N	PF29346.1,PF11030.14,PF12220.15	3.6,0.025,2.2
AC1KRY_000796	AOBS17_30	1	1	0	0	0	0	0	0	0		Anticodon_1,Anticodon_3,Tir_receptor_M,tRNA-synt_1,tRNA-synt_1e,tRNA-synt_1g	Pfam		Anticodon_1,Anticodon_3,Tir_receptor_M,tRNA-synt_1,tRNA-synt_1e,tRNA-synt_1g	PF08264.20,PF19303.6,PF03549.20,PF00133.29,PF01406.26,PF09334.18	2.1e-05,8.8e-09,0.018,3.1e-24,6.3e-12,1.3e-99
AC1KRY_000802	AOBS17_30	1	1	0	0	0	0	0	0	0		RNA_polI_A14	Pfam		RNA_polI_A14	PF08203.17	0.0012
AC1KRY_000804	AOBS17_30	1	1	0	0	0	0	0	0	0		DENR_N,Peptidase_M16,Peptidase_M16_C,PreP_C,RQC	Pfam		DENR_N,Peptidase_M16,Peptidase_M16_C,PreP_C,RQC	PF21023.3,PF00675.26,PF05193.27,PF22516.2,PF09382.18	0.0051,5.9e-07,3.4e-24,0.0002,0.0008
AC1KRY_000809	AOBS17_30	1	1	0	0	0	0	0	0	0		BEAN1_helical,DUF4112,DUF7587,Pilt,SH3_AEBP2_C,T3SchapCesA,Transferase,TRI-like_N	Pfam		BEAN1_helical,DUF4112,DUF7587,Pilt,SH3_AEBP2_C,T3SchapCesA,Transferase,TRI-like_N	PF28336.1,PF13430.12,PF24494.2,PF15453.12,PF26014.1,PF11439.13,PF02458.21,PF22664.2	4.3e-07,0.00095,0.013,0.0074,0.014,0.011,1.7e-43,3.1e-34
AC1KRY_000829	AOBS17_30	1	1	0	0	0	0	0	0	0		F-box,F-box-like	Pfam		F-box,F-box-like	PF00646.39,PF12937.13	0.00018,0.00011
AC1KRY_000830	AOBS17_30	1	1	0	0	0	0	1	0	0							
AC1KRY_000842	AOBS17_30	1	1	1	1	1	0	0	0	0							
AC1KRY_000843	AOBS17_30	1	1	0	0	0	0	0	0	0		BET,DZR,DZR_2,IBR,RING_XB3-XBAT31,Sina_RING,zf-ANAPC11,zf-C3HC4,zf-C3HC4_2,zf-C3HC4_3,zf-Nse,zf-rbx1,zf-RING_10,zf-RING_2,zf-RING_5,zf-RING_6,zf-RING_UBOX,zf-ZTF2_1	Pfam		BET,DZR,DZR_2,IBR,RING_XB3-XBAT31,Sina_RING,zf-ANAPC11,zf-C3HC4,zf-C3HC4_2,zf-C3HC4_3,zf-Nse,zf-rbx1,zf-RING_10,zf-RING_2,zf-RING_5,zf-RING_6,zf-RING_UBOX,zf-ZTF2_1	PF17035.11,PF12773.14,PF18912.7,PF01485.28,PF24921.2,PF21362.4,PF12861.14,PF00097.32,PF13923.13,PF13920.13,PF11789.15,PF12678.14,PF16685.12,PF13639.13,PF14634.13,PF14835.12,PF13445.13,PF29712.1	0.02,0.013,8.1,2.1,0.31,0.52,0.39,3.7e-08,3.5e-10,5.5e-05,0.9,4.4e-05,4.2,2.4e-08,7.5e-05,6.3e-05,1.4e-05,0.47
AC1KRY_000851	AOBS17_30	1	1	0	0	0	0	0	0	0		CCDC192,CENP-F_leu_zip,CEP131_CC,CLIP1,CorA,Kazrin,Kinesin,Microtub_bd,MPS2,Nucleoprot-TPR,Peptidase_M1,PKcGMP_CC,XLF_CC	Pfam		CCDC192,CENP-F_leu_zip,CEP131_CC,CLIP1,CorA,Kazrin,Kinesin,Microtub_bd,MPS2,Nucleoprot-TPR,Peptidase_M1,PKcGMP_CC,XLF_CC	PF27954.1,PF10473.15,PF27681.1,PF27241.1,PF01544.24,PF25986.1,PF00225.30,PF16796.12,PF17060.11,PF25481.2,PF01433.27,PF16808.11,PF21928.2	0.059,0.4,0.0017,0.45,0.5,4,7e-95,1.3e-16,0.0074,0.025,2.7e-09,0.01,0.0059
AC1KRY_000852	AOBS17_30	1	1	0	0	1	0	0	0	1							
AC1KRY_000853	AOBS17_30	1	1	0	0	0	0	0	0	0		DUF4783,zf-C2H2_assoc3,Zn_clus	Pfam		DUF4783,zf-C2H2_assoc3,Zn_clus	PF16022.12,PF16637.11,PF00172.24	0.0083,0.0057,8.6e-06
AC1KRY_000856	AOBS17_30	1	1	0	0	0	0	0	0	0		Adaptin_N,Cnd1,HEAT,HEAT_2,HEAT_EZ,Vps35	Pfam		Adaptin_N,Cnd1,HEAT,HEAT_2,HEAT_EZ,Vps35	PF01602.27,PF12717.14,PF02985.29,PF13646.13,PF13513.13,PF03635.24	4.7e-82,2.3e-09,6.9e-05,1.6e-05,0.0066,0.0064
AC1KRY_000857	AOBS17_30	1	1	0	0	0	0	0	0	0		EMG1	Pfam		EMG1	PF03587.20	1.6e-75
AC1KRY_000858	AOBS17_30	1	1	1	0	0	0	0	0	1							
AC1KRY_000869	AOBS17_30	1	1	0	0	0	0	0	0	0		GSKIP_dom,YehL_C	Pfam		GSKIP_dom,YehL_C	PF05303.18,PF31033.1	1.3e-09,0.003
AC1KRY_000870	AOBS17_30	1	1	0	1	1	0	0	0	0							
AC1KRY_000872	AOBS17_30	1	1	0	0	0	0	0	0	0		DUF4746,DUF6690,DUF6739,eIF3_subunit,FGGY_C,HSP70,MreB_Mbl,POP1_C,RNA_pol_Rpc4	Pfam		DUF4746,DUF6690,DUF6739,eIF3_subunit,FGGY_C,HSP70,MreB_Mbl,POP1_C,RNA_pol_Rpc4	PF15928.11,PF20397.4,PF20524.4,PF08597.16,PF02782.23,PF00012.27,PF06723.20,PF22770.3,PF05132.20	0.19,1.9,0.47,0.048,0.024,1.7e-161,7.5e-13,1.2,2.1
AC1KRY_000875	AOBS17_30	1	1	0	0	0	0	0	0	0		MSC6_N,Myb_DNA-binding,PPR,PPR_1,PPR_2,PPR_3,PPR_long,TPR_24,TPR_IF140_C	Pfam		MSC6_N,Myb_DNA-binding,PPR,PPR_1,PPR_2,PPR_3,PPR_long,TPR_24,TPR_IF140_C	PF29070.1,PF00249.38,PF01535.27,PF12854.14,PF13041.13,PF13812.13,PF17177.11,PF23276.3,PF24760.2	2.5e-06,0.0016,3.6e-09,5.6e-08,7.6e-19,4.7e-13,3.5e-13,4.6e-45,0.0031
AC1KRY_000877	AOBS17_30	1	1	0	0	0	0	0	0	0		Ribosomal_L1	Pfam		Ribosomal_L1	PF00687.27	2.6e-50
AC1KRY_000881	AOBS17_30	1	1	0	0	0	0	1	0	0							
AC1KRY_000889	AOBS17_30	1	1	0	0	0	0	0	0	0		zf-C2H2,zf-C2H2_4,zf-C2H2_6,zf-C2H2_AHC1,zf-C2H2_STOP2_C,zf_DPOE_2,zf_ZIC	Pfam		zf-C2H2,zf-C2H2_4,zf-C2H2_6,zf-C2H2_AHC1,zf-C2H2_STOP2_C,zf_DPOE_2,zf_ZIC	PF00096.33,PF13894.13,PF13912.13,PF25909.1,PF23118.3,PF23250.2,PF18366.8	1.1e-08,7.8e-06,0.65,0.078,0.0013,0.016,0.023
AC1KRY_000892	AOBS17_30	1	1	0	0	0	0	0	0	0		AMP-binding,AMP-binding_C,AMP-binding_C_3	Pfam		AMP-binding,AMP-binding_C,AMP-binding_C_3	PF00501.35,PF13193.13,PF23562.3	1.1e-73,2e-15,0.01
AC1KRY_000894	AOBS17_30	1	1	0	0	0	0	0	0	0							
AC1KRY_000895	AOBS17_30	1	1	0	0	0	0	0	0	0		FtsJ,Methyltr_RsmB-F,PGA2,Pre-PUA_NSUN2,PUA_NSUN2	Pfam		FtsJ,Methyltr_RsmB-F,PGA2,Pre-PUA_NSUN2,PUA_NSUN2	PF01728.26,PF01189.24,PF07543.18,PF25376.2,PF25378.2	0.0065,1.7e-40,0.0019,5.3e-23,1.4e-09
AC1KRY_003814	AOBS17_30	1	1	1	1	1	0	0	0	1							
AC1KRY_003818	AOBS17_30	1	1	1	1	1	0	0	0	1							
AC1KRY_003819	AOBS17_30	1	1	0	0	0	0	0	0	0							
AC1KRY_003821	AOBS17_30	1	1	1	1	1	0	0	0	1							
AC1KRY_003822	AOBS17_30	1	1	0	0	0	0	0	0	0		Actin,HSP70,MreB_Mbl,PilM_2,Usp	Pfam		Actin,HSP70,MreB_Mbl,PilM_2,Usp	PF00022.27,PF00012.27,PF06723.20,PF11104.15,PF00582.33	5e-05,1.2e-84,1.4e-12,0.0016,0.0016
AC1KRY_003825	AOBS17_30	1	1	0	0	0	0	0	0	0		Glyco_tran_WecG,MAJIN	Pfam		Glyco_tran_WecG,MAJIN	PF03808.21,PF15077.12	0.011,0.027
AC1KRY_003827	AOBS17_30	1	1	0	0	0	0	0	0	0		SIP1	Pfam		SIP1	PF04938.18	1e-13
AC1KRY_003828	AOBS17_30	1	1	0	0	0	0	0	0	1							
AC1KRY_003835	AOBS17_30	1	1	1	0	0	0	0	0	0							
AC1KRY_003837	AOBS17_30	1	1	0	0	0	0	0	0	0		DSE-like_N,DUF3842,Hepar_II_III_C	Pfam		DSE-like_N,DUF3842,Hepar_II_III_C	PF16332.13,PF12953.14,PF07940.19	7.3e-10,0.0053,0.00011
AC1KRY_003843	AOBS17_30	1	1	1	1	1	0	0	0	0							
AC1KRY_003848	AOBS17_30	1	1	0	0	0	0	0	0	0		AAA_28,ATP_bind_1,cobW,Dynamin_N,FeoB_N,GTP_EFTU,KTI12,MeaB,MMR_HSR1,Ploopntkinase3,RsgA_GTPase,YGR210-like_G4	Pfam		AAA_28,ATP_bind_1,cobW,Dynamin_N,FeoB_N,GTP_EFTU,KTI12,MeaB,MMR_HSR1,Ploopntkinase3,RsgA_GTPase,YGR210-like_G4	PF13521.13,PF03029.24,PF02492.26,PF00350.30,PF02421.25,PF00009.34,PF08433.17,PF03308.23,PF01926.30,PF18751.8,PF03193.23,PF08438.17	0.0093,0.012,0.024,0.0036,2.1e-08,0.0012,0.003,0.0063,1.1e-19,0.0032,0.0048,5.8e-26
AC1KRY_003853	AOBS17_30	1	1	0	0	0	0	0	0	0							
AC1KRY_003855	AOBS17_30	1	1	1	1	1	0	1	0	1							
AC1KRY_003860	AOBS17_30	1	1	0	0	0	0	0	0	0		DUF4309,DUF6492,Peptidase_M3	Pfam		DUF4309,DUF6492,Peptidase_M3	PF14172.13,PF20102.5,PF01432.27	0.012,0.0016,8.8e-133
AC1KRY_003861	AOBS17_30	1	1	1	1	1	0	0	0	1							
AC1KRY_003870	AOBS17_30	1	1	0	0	0	0	0	0	0		AAA_22,AAA_30,CMS1,DEAD,Helicase_C,ResIII	Pfam		AAA_22,AAA_30,CMS1,DEAD,Helicase_C,ResIII	PF13401.13,PF13604.13,PF14617.13,PF00270.36,PF00271.38,PF04851.22	0.00096,0.0021,0.011,1.5e-39,7.3e-29,1.3e-08
AC1KRY_003875	AOBS17_30	1	1	0	0	0	0	0	0	0		DEAD,HDA2-3,Helicase_C,ResIII,SNF2-rel_dom	Pfam		DEAD,HDA2-3,Helicase_C,ResIII,SNF2-rel_dom	PF00270.36,PF11496.15,PF00271.38,PF04851.22,PF00176.30	1.3e-07,1.2e-06,4.8e-26,3.4e-08,1.6e-48
AC1KRY_003881	AOBS17_30	1	1	0	0	0	0	0	0	0		AIRS,AIRS_C,ATP-grasp,ATP-grasp_2,ATP-grasp_3,ATPgrasp_ST,CPSase_L_D2,GARS_A,GARS_C,GARS_N,RNH203	Pfam		AIRS,AIRS_C,ATP-grasp,ATP-grasp_2,ATP-grasp_3,ATPgrasp_ST,CPSase_L_D2,GARS_A,GARS_C,GARS_N,RNH203	PF00586.30,PF02769.28,PF02222.28,PF08442.16,PF02655.20,PF14397.12,PF02786.23,PF01071.25,PF02843.23,PF02844.22,PF31260.1	3.4e-24,2.1e-32,7e-07,0.0027,0.00034,0.0069,2.4e-06,2.1e-83,8e-29,1.6e-39,0.015
AC1KRY_003883	AOBS17_30	1	1	0	0	0	0	0	0	0		DUF229,DUF6684,Metalloenzyme,Phosphodiest,PIGO_PIGG,Sulfatase	Pfam		DUF229,DUF6684,Metalloenzyme,Phosphodiest,PIGO_PIGG,Sulfatase	PF02995.23,PF20389.4,PF01676.24,PF01663.28,PF19316.5,PF00884.29	0.0093,0.24,3.7e-06,2.3e-17,9.8e-17,2.2e-06
AC1KRY_003888	AOBS17_30	1	1	1	1	1	0	0	0	0							
AC1KRY_003892	AOBS17_30	1	1	0	0	0	0	0	0	0		Acetyltransf_1,Acetyltransf_10,DUF2071,DUF2721,Pho86	Pfam		Acetyltransf_1,Acetyltransf_10,DUF2071,DUF2721,Pho86	PF00583.32,PF13673.14,PF09844.15,PF11026.14,PF11124.15	3.8e-06,0.0071,0.00012,0.0081,0.0021
AC1KRY_003894	AOBS17_30	1	1	1	1	1	0	1	0	1							
AC1KRY_003904	AOBS17_30	1	1	0	0	0	0	0	0	0		Aminotran_5	Pfam		Aminotran_5	PF00266.26	3.6e-19
AC1KRY_003909	AOBS17_30	1	1	0	0	0	0	0	0	0		ANAPC4_WD40,ASA1,Astro_capsid_p,Beta-prop_ACSF4,Beta-prop_Aladin,Beta-prop_CAF1B_HIR1,Beta-prop_DCAF12,Beta-prop_EIPR1,Beta-prop_EML,Beta-prop_EML_2,Beta-prop_HPS5,Beta-prop_IFT122_1st,Beta-prop_NUP159_NUP214,Beta-prop_RIG_2nd,Beta-prop_SPT8,Beta-prop_TEP1_2nd,Beta-prop_THOC3,Beta-prop_Vps41,Beta-prop_WDR19_1st,Beta-prop_WDR36-Utp21_1st,Beta-prop_WDR36-Utp21_2nd,Beta-prop_WDR3_1st,Beta-prop_WDR3_2nd,Beta-prop_WDR41,Beta-prop_WDR5,Beta-prop_WDR75_1st,Beta-prop_WDR90_POC16_2nd,CDC45,CFAP251_N,DNA_pol_phi,DUF2457,EIF3I,NBCH_WD40,NOA36,Nop14,PBP1_TM,Sigma70_ner,TRM82_WD,WD40,WD40_CDC20-Fz,WD40_Gbeta,WD40_MABP1-WDR62_2nd,WD40_Prp19,WD40_RFWD3,WD40_WDHD1_1st,WDR55,WDR90_beta-prop_4th	Pfam		ANAPC4_WD40,ASA1,Astro_capsid_p,Beta-prop_ACSF4,Beta-prop_Aladin,Beta-prop_CAF1B_HIR1,Beta-prop_DCAF12,Beta-prop_EIPR1,Beta-prop_EML,Beta-prop_EML_2,Beta-prop_HPS5,Beta-prop_IFT122_1st,Beta-prop_NUP159_NUP214,Beta-prop_RIG_2nd,Beta-prop_SPT8,Beta-prop_TEP1_2nd,Beta-prop_THOC3,Beta-prop_Vps41,Beta-prop_WDR19_1st,Beta-prop_WDR36-Utp21_1st,Beta-prop_WDR36-Utp21_2nd,Beta-prop_WDR3_1st,Beta-prop_WDR3_2nd,Beta-prop_WDR41,Beta-prop_WDR5,Beta-prop_WDR75_1st,Beta-prop_WDR90_POC16_2nd,CDC45,CFAP251_N,DNA_pol_phi,DUF2457,EIF3I,NBCH_WD40,NOA36,Nop14,PBP1_TM,Sigma70_ner,TRM82_WD,WD40,WD40_CDC20-Fz,WD40_Gbeta,WD40_MABP1-WDR62_2nd,WD40_Prp19,WD40_RFWD3,WD40_WDHD1_1st,WDR55,WDR90_beta-prop_4th	PF12894.14,PF29630.1,PF12226.15,PF13570.14,PF25460.2,PF24105.2,PF23760.2,PF23609.2,PF23409.2,PF23414.2,PF23756.2,PF23381.2,PF16755.12,PF23775.2,PF23798.2,PF25047.1,PF25174.2,PF23411.2,PF23389.2,PF25171.2,PF25168.2,PF25173.2,PF25172.2,PF25178.1,PF25175.2,PF23869.2,PF23393.3,PF02724.20,PF30552.1,PF04931.19,PF10446.15,PF24805.2,PF20426.5,PF06524.18,PF04147.18,PF14812.12,PF04546.20,PF30361.1,PF00400.39,PF24807.2,PF25391.2,PF24782.3,PF24814.2,PF23419.3,PF24817.2,PF24796.2,PF23342.2	1.6e-08,0.002,0.22,0.0055,0.0013,1.1e-15,0.0026,1.5e-07,2.3e-06,5e-15,0.00012,1.3e-23,0.0057,4.3e-08,1.2e-07,6.7e-15,1.6e-26,6.4e-08,0.013,1.1e-10,1e-08,2.3e-25,8.5e-15,6.5e-12,6.5e-37,2.8e-05,1.1e-06,0.43,2.3e-06,1.4,0.092,1.4e-10,0.00078,1.7,0.029,3.5,1.5,4.8e-06,8.4e-26,2.8e-23,9.1e-13,4.5e-11,1.8e-22,0.0025,9.4e-18,2.7e-14,0.00018
AC1KRY_003918	AOBS17_30	1	1	0	0	1	0	0	0	0							
AC1KRY_003919	AOBS17_30	1	1	1	0	0	0	0	0	0							
AC1KRY_003920	AOBS17_30	1	1	0	0	0	0	0	0	0		M20_dimer,Peptidase_M20,Phage_T4_Y10B	Pfam		M20_dimer,Peptidase_M20,Phage_T4_Y10B	PF07687.20,PF01546.34,PF26862.1	5.5e-10,1.3e-10,0.0045
AC1KRY_003921	AOBS17_30	1	1	0	0	1	0	0	0	1							
AC1KRY_003925	AOBS17_30	1	1	0	0	0	0	0	0	0		Condensation,PapA_C,Tri3	Pfam		Condensation,PapA_C,Tri3	PF00668.26,PF16911.11,PF07428.16	0.0077,5.5e-05,0.00042
AC1KRY_003926	AOBS17_30	1	1	0	0	0	0	0	0	0		DUF5337,MARVEL,MFS_1,NDUFA3,UNC-93	Pfam		DUF5337,MARVEL,MFS_1,NDUFA3,UNC-93	PF17272.8,PF01284.29,PF07690.22,PF28759.1,PF05978.23	1.5,1.6,2.2e-09,0.77,4.8e-08
AC1KRY_003927	AOBS17_30	1	1	0	0	0	0	0	0	0		Fungal_trans,Zn_clus	Pfam		Fungal_trans,Zn_clus	PF04082.24,PF00172.24	6.3e-06,2.4e-10
AC1KRY_003928	AOBS17_30	1	1	1	1	0	0	1	0	0							
AC1KRY_003930	AOBS17_30	1	1	1	1	1	0	0	0	1							
AC1KRY_003931	AOBS17_30	1	1	0	0	0	0	0	0	1							
AC1KRY_003933	AOBS17_30	1	1	0	0	1	0	0	0	1							
AC1KRY_003935	AOBS17_30	1	1	1	1	1	0	0	0	1							
AC1KRY_003936	AOBS17_30	1	1	1	0	0	0	0	0	1							
AC1KRY_003944	AOBS17_30	1	1	0	0	0	0	0	0	0							
AC1KRY_003951	AOBS17_30	1	1	0	0	0	0	0	0	0		Beta-prop_RSE1_1st	Pfam		Beta-prop_RSE1_1st	PF10433.16	3.8e-14
AC1KRY_003955	AOBS17_30	1	1	0	0	0	0	0	0	0		CO_dh,DXP_synthase_N,TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N	Pfam		CO_dh,DXP_synthase_N,TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N	PF02552.23,PF13292.12,PF02775.27,PF00205.29,PF02776.24	0.00021,0.014,3.1e-32,1.8e-36,9.8e-37
AC1KRY_003956	AOBS17_30	1	1	0	0	0	0	0	0	0		Phosphodiest	Pfam		Phosphodiest	PF01663.28	4.6e-93
AC1KRY_003957	AOBS17_30	1	1	0	0	0	0	0	0	0							
AC1KRY_003958	AOBS17_30	1	1	0	0	0	0	0	0	0		AAA,AAA_14,AAA_16,AAA_17,AAA_18,AAA_19,AAA_2,AAA_22,AAA_24,AAA_25,AAA_28,AAA_3,AAA_33,AAA_5,AAA_7,AAA_lid_3,ABC_tran,ATPase,bpMoxR,DUF815,IstB_IS21,Mg_chelatase,NACHT,nSTAND3,nSTAND6,nSTAND_NTPase5,Parvo_NS1,PEX6_4th,PEX6_N,Rad17,RNA_helicase,RuvB_N,TIP49,TsaE,Vps4_C	Pfam		AAA,AAA_14,AAA_16,AAA_17,AAA_18,AAA_19,AAA_2,AAA_22,AAA_24,AAA_25,AAA_28,AAA_3,AAA_33,AAA_5,AAA_7,AAA_lid_3,ABC_tran,ATPase,bpMoxR,DUF815,IstB_IS21,Mg_chelatase,NACHT,nSTAND3,nSTAND6,nSTAND_NTPase5,Parvo_NS1,PEX6_4th,PEX6_N,Rad17,RNA_helicase,RuvB_N,TIP49,TsaE,Vps4_C	PF00004.36,PF13173.13,PF13191.13,PF13207.13,PF13238.13,PF13245.13,PF07724.21,PF13401.13,PF13479.13,PF13481.13,PF13521.13,PF07726.18,PF13671.13,PF07728.21,PF12775.14,PF17862.8,PF00005.34,PF06745.20,PF20030.6,PF05673.20,PF01695.24,PF01078.28,PF05729.19,PF20720.4,PF25201.1,PF25199.2,PF01057.24,PF23315.2,PF23120.2,PF03215.22,PF00910.29,PF05496.19,PF06068.20,PF02367.24,PF09336.17	5.2e-61,0.0015,2e-06,0.0066,0.017,0.013,0.00034,0.00028,0.014,0.0037,0.0012,0.011,0.015,3.5e-05,0.0012,5e-05,0.019,0.0037,0.0065,0.0034,0.0036,0.0015,0.0057,0.00012,0.0032,0.0047,0.00015,1.7e-16,0.0041,0.0018,0.00018,3.1e-05,0.00028,7.4e-06,0.0002
AC1KRY_003961	AOBS17_30	1	1	1	1	1	0	1	0	1							
AC1KRY_003971	AOBS17_30	1	1	0	0	0	0	0	0	0		DNA_pol_phi	Pfam		DNA_pol_phi	PF04931.19	0.014
AC1KRY_003974	AOBS17_30	1	1	1	0	0	0	0	0	0							
AC1KRY_003978	AOBS17_30	1	1	0	0	0	0	0	0	0							
AC1KRY_003979	AOBS17_30	1	1	0	0	0	0	0	0	0							
AC1KRY_003983	AOBS17_30	1	1	0	0	0	0	0	0	0		MIT_C	Pfam		MIT_C	PF16565.12	0.0078
AC1KRY_003986	AOBS17_30	1	1	1	1	0	0	0	0	0							
AC1KRY_003988	AOBS17_30	1	1	0	0	0	0	0	0	1							
AC1KRY_003989	AOBS17_30	1	1	1	0	0	0	1	0	1							
AC1KRY_003993	AOBS17_30	1	1	1	1	1	0	1	0	1							
AC1KRY_004008	AOBS17_30	1	1	1	1	0	0	0	0	1							
AC1KRY_004016	AOBS17_30	1	1	1	1	1	0	0	0	1							
AC1KRY_004017	AOBS17_30	1	1	0	0	0	0	0	0	0		Gp_dh_N,Proteasome,Proteasome_A_N	Pfam		Gp_dh_N,Proteasome,Proteasome_A_N	PF00044.31,PF00227.32,PF10584.15	0.001,1.2e-50,2.1e-14
AC1KRY_004027	AOBS17_30	1	1	0	0	0	0	0	0	0		EXOSC1,New_glue,SR-25,TORC_N	Pfam		EXOSC1,New_glue,SR-25,TORC_N	PF10447.16,PF21827.2,PF10500.15,PF12884.13	0.00035,0.079,0.00034,0.0051
AC1KRY_004030	AOBS17_30	1	1	0	0	0	0	0	0	0		Capsule_synth,CDC45,DUF5327,Eapp_C,PNISR,PPP4R2,Presenilin,Prok-RING_4,RING_XB3-XBAT31,SNF2-rel_dom,zf-ANAPC11,zf-C3HC4,zf-C3HC4_2,zf-C3HC4_3,zf-C3HC4_4,zf-C3HC4_IRF-2BP1_2,zf-rbx1,zf-RING_2,zf-RING_4,zf-RING_5,zf-RING_UBOX,zf-UDP,zf_RING-like	Pfam		Capsule_synth,CDC45,DUF5327,Eapp_C,PNISR,PPP4R2,Presenilin,Prok-RING_4,RING_XB3-XBAT31,SNF2-rel_dom,zf-ANAPC11,zf-C3HC4,zf-C3HC4_2,zf-C3HC4_3,zf-C3HC4_4,zf-C3HC4_IRF-2BP1_2,zf-rbx1,zf-RING_2,zf-RING_4,zf-RING_5,zf-RING_UBOX,zf-UDP,zf_RING-like	PF05159.21,PF02724.20,PF17261.8,PF10238.16,PF15996.11,PF09184.17,PF01080.23,PF14447.13,PF24921.2,PF00176.30,PF12861.14,PF00097.32,PF13923.13,PF13920.13,PF15227.13,PF25454.2,PF12678.14,PF13639.13,PF14570.13,PF14634.13,PF13445.13,PF14569.13,PF25080.2	0.0031,0.00067,2.3,0.49,0.088,2.8,2.7,0.0025,6.1e-06,2.1e-39,0.079,1.6e-06,2.2e-06,7.8e-09,0.005,0.028,0.0068,5.2e-07,0.0034,0.00019,5e-05,0.033,0.011
AC1KRY_004033	AOBS17_30	1	1	0	0	0	0	0	0	0		MFS_1,OATP,Sugar_tr,TRI12	Pfam		MFS_1,OATP,Sugar_tr,TRI12	PF07690.22,PF03137.27,PF00083.31,PF06609.19	1.5e-50,3.5e-05,8.5e-14,5.7e-08
AC1KRY_004036	AOBS17_30	1	1	0	0	0	0	0	0	0		Arteri_Gl,Bac_rhodopsin,FANC_SAP,GDT1,HeH,SAP,Tho1_MOS11_C	Pfam		Arteri_Gl,Bac_rhodopsin,FANC_SAP,GDT1,HeH,SAP,Tho1_MOS11_C	PF00951.24,PF01036.25,PF18081.8,PF01169.26,PF12949.14,PF02037.34,PF18592.7	0.00075,4e-40,0.0015,0.2,0.0055,2e-12,8.9e-05
AC1KRY_004040	AOBS17_30	1	1	0	0	1	0	1	0	1							
AC1KRY_004042	AOBS17_30	1	1	1	0	0	0	0	0	0							
AC1KRY_004044	AOBS17_30	1	1	0	0	0	0	0	0	0		ALIX_LYPXL_bnd,Astrin_CC,DUF1664,DUF4600,EzrA,FUSC,HALZ,MeaB,PEP-utilisers_N,RFC1,Rx_N,Spc7,TMF_TATA_bd,WXG100	Pfam		ALIX_LYPXL_bnd,Astrin_CC,DUF1664,DUF4600,EzrA,FUSC,HALZ,MeaB,PEP-utilisers_N,RFC1,Rx_N,Spc7,TMF_TATA_bd,WXG100	PF13949.12,PF30853.1,PF07889.18,PF15372.12,PF06160.18,PF04632.19,PF02183.24,PF03308.23,PF05524.19,PF08519.18,PF18052.7,PF08317.17,PF12325.14,PF06013.19	0.00024,0.00036,0.001,0.0043,0.00037,0.27,0.011,0.016,0.25,0.0031,0.023,0.0022,0.0026,0.02
AC1KRY_004050	AOBS17_30	1	1	1	0	1	0	0	0	1							
AC1KRY_004051	AOBS17_30	1	1	0	0	0	0	0	0	0							
AC1KRY_004055	AOBS17_30	1	1	1	0	1	0	0	0	1							
AC1KRY_004057	AOBS17_30	1	1	1	1	1	0	0	0	1							
AC1KRY_004060	AOBS17_30	1	1	0	0	0	0	0	0	0		Asparaginase_C,DF306_C,Gigasin_N,Inhibitor_I9,Peptidase_S8,WSC	Pfam		Asparaginase_C,DF306_C,Gigasin_N,Inhibitor_I9,Peptidase_S8,WSC	PF17763.7,PF29590.1,PF30144.1,PF05922.22,PF00082.28,PF01822.25	0.0052,0.0049,0.11,1.1e-09,7.2e-39,1.3e-13
